id,fen,mateIn,composer
3b57e99b,1k6/1P4Rp/pQp5/1np1NpbK/rn4p1/p5p1/3r2b1/8 w - - 0 1,3,Emil Plesnivý
cc9557de,2N1r1b1/3pp1K1/2nP4/2Nk4/4RP2/1P2P3/6P1/3B2B1 w - - 0 1,3,Mikolaj Hołub
d160d5f6,4N1B1/r2p1RpK/1Bp1b3/1pR2PN1/2pk1p2/2nrn3/2P2P2/4Q3 w - - 0 1,3,Валентин Филиппович Ударцев
e9631b9e,5N2/1K1p4/2pk1Pp1/p4p2/PpPp1p2/3N1Rb1/4P2r/4Q3 w - - 0 1,3,Anatol Felix Ianovcic
922e3e18,4R3/2P1N3/3p1pPb/1Np1k2K/n3r1p1/1PP2qP1/6B1/r2b4 w - - 0 1,3,Josef Kupper
5e5d2263,Q3R2r/1pK2p2/RPB1pP2/1PkpP3/2p5/1pP1P1B1/4b1P1/r6q w - - 0 1,3,Живко Јаневски
a7776c27,8/K7/3P4/kp6/1p1p3p/PPp5/4P3/1NB1Q3 w - - 0 1,3,Henry William Barry
35cde02f,8/1pR3pp/1R6/p7/N3N3/BP1P4/prP1B1KP/1rk5 w - - 0 1,3,Frederick E. Gamage
c43cce2a,1B2K3/2p4P/2R2R1p/4k3/4B3/4p3/4p3/8 w - - 0 1,3,Friedrich Köhnlein
ea596a21,4k3/K4R2/pNP3P1/1B3pB1/4b3/4n3/4p3/R1r5 w - - 0 1,3,Norman Alasdair Macleod
1c0413f2,8/8/8/1B6/4R3/3nRK2/8/3r1k2 w - - 0 1,3,Michael Lipton
e29ef822,8/2p1N3/1ppk4/np2N1QK/8/8/8/8 w - - 0 1,3,Володимир Васильович Діденко
d511ce1a,7b/2KB1R2/1p2N1b1/1p1pp2r/1P2k2p/n1P2p2/1P1Q4/8 w - - 0 1,3,Walter Pulitzer
95c995d4,8/8/8/5p2/Q4P2/1PR5/3PR1qk/K7 w - - 0 1,3,Hannes Baumann
3c5273ae,3bb1N1/1Q2pp1p/2p1BB1p/2P4k/4p3/4P3/6K1/8 w - - 0 1,3,Otto Frederick Jentz
02e9bc84,8/3P4/3B4/8/3k4/1B3K2/P3P3/8 w - - 0 1,3,Віталій Нестерович Столяров
1d3cbbb3,n7/2p5/2B5/2N2p2/2kP1R2/p4p2/P7/2K1Bb2 w - - 0 1,3,Jan Vašta
7e17aa6a,8/8/1p6/8/3N4/k7/2K5/1R6 w - - 0 1,3,Wilhelm Karl Heinrich Maßmann
897f3d8c,3QK3/8/p4pn1/n1k1P3/1NPN4/3p2P1/3P4/1b6 w - - 0 1,3,George James Slater
cbdbc7c1,4QB2/8/K3P3/8/2B5/4k3/3N4/8 w - - 0 1,3,Владимир Владимирович Кожакин
4c4e15ab,8/4Q3/6BK/8/5kp1/2p5/1b4P1/8 w - - 0 1,3,Александр Васильевич Галицкий
d5261a9d,8/p2n1p2/N4p2/bP3p2/1p1P1k1B/1P6/4KN2/8 w - - 0 1,3,Sámuel Gold
21ab4527,8/3Np3/2Npr3/3p1p1p/3p1knQ/3P4/3Pp1B1/4K3 w - - 0 1,3,Erich Anselm Brunner
d4c6520d,K7/8/R6N/3R4/pnk2P2/Pp2B1p1/1nb1p1Q1/8 w - - 0 1,3,Frank Wilson Wynne
34f10356,8/3N4/2p2p2/8/2RNk3/K3p2p/8/4Q3 w - - 0 1,3,Bernhard Hülsen
fdfae47d,8/4pR2/7B/4p3/4P3/6k1/7N/5K2 w - - 0 1,3,William Henry Lyons
c051e0f8,7K/4P1R1/5p1P/4rNbk/4P2N/6pP/2p5/2Bb1Q2 w - - 0 1,3,Marcel Aschenazi
6b4da28a,4N3/2R5/8/3Bk1B1/3np3/pQ1bN2R/1b4PK/2r4n w - - 0 1,3,Joseph Graham Campbell
129fe028,6nQ/1K1p1RBb/3kp3/1pRnp3/4r2q/1NP5/3N4/8 w - - 0 1,3,Abdelaziz Onkoud
4928d434,8/8/2ppp3/1pp1p1K1/2N1k3/4N3/4PP2/5n2 w - - 0 1,3,Ján Michalko
128c6d6f,8/2N1B3/2p5/p2bk1p1/P1p2nP1/2npPQ2/1N4B1/5K2 w - - 0 1,3,Charles Alexander Gilberg
73640d6f,7N/K7/7p/R1B3R1/6pk/Q3N3/4r3/3n2b1 w - - 0 1,3,Friedrich Capräz
7c1971c4,8/P5N1/4PP1P/rp2k2P/pN4Qn/K7/1P2B3/8 w - - 0 1,3,Edith Elina Helen Baird
e3a5bad9,4K3/1k6/8/p1pp4/p1p5/5B2/8/7Q w - - 0 1,3,Walter Irving Kennard
496029ef,8/6q1/4Bp2/4kP2/pP1n4/K1Q5/3P1N2/8 w - - 0 1,3,Karl Flatt
cb6762f3,3Qbb1r/8/6Pk/8/8/7P/2B5/1K6 w - - 0 1,3,Iver Iversen
7195dde2,4K3/pQ1N2p1/2NpP3/r1pk1Pr1/1Bp1b3/5RRB/qp1n1P2/1n6 w - - 0 1,3,Stanislav Vokál
4d42fd61,5Kbk/4p1np/4p2p/3p3p/1Qp4N/6P1/8/8 w - - 0 1,3,Frank W. Martindale
9ca4636b,8/2p5/4R3/5K2/3p4/3k4/Q2P4/8 w - - 0 1,3,Johannes Öhquist
aa2f73e6,1r6/8/1pN5/8/B1P5/k1N5/2nR4/1K1b4 w - - 0 1,3,Jan Vašta
3d5b219c,4KR2/8/6kP/8/7P/8/8/8 w - - 0 1,3,Авенир Григорьевич Шапошников
fa5dffe5,4Q3/7p/2p1bN2/2P1k1n1/K3p3/4Np2/8/2B5 w - - 0 1,3,Edward Nathan Frankenstein
c9f4e38d,BnKB4/2NR4/1R1Npp1Q/2k3r1/1p1p4/1bpq4/p3p3/1r6 w - - 0 1,3,Николай Глинских
124e0549,2R5/7B/8/3k2PP/4p3/B1K3P1/8/8 w - - 0 1,3,Donald Glenoe McIntyre
e8672718,B3K1k1/P7/4P3/5P1R/8/8/8/8 w - - 0 1,3,Анатолий И. Висков
7b22ae7f,8/8/4N3/8/8/8/6R1/2q1kNKR w - - 0 1,3,Геннадий Петрович Кардымон
e9225d52,n5K1/1p4Q1/1rp2RPR/brP3k1/1p6/8/7n/8 w - - 0 1,3,Alfred Clement Challenger
0ccafdd4,8/1B6/6Q1/7N/1K1p2p1/2pRb1Bk/5n2/Rb6 w - - 0 1,3,Талип Хасанович Амиров
cec44820,K7/1B5n/Nk1pp2B/p2P1N2/Pp4b1/4pn2/8/2b5 w - - 0 1,3,Albert Volkmann
990463a9,1b1r4/6q1/2p1Q3/P1N1n2R/1pPk3r/1R1PN3/1K3P2/n1B4b w - - 0 1,3,Леонид Иванович Загоруйко
242e61b9,8/bPPPP3/8/8/6N1/7K/6N1/7k w - - 0 1,3,Федір Михайлович Капустін
f04b1967,1b6/1p5Q/3pP3/3k4/N3p1K1/8/2P2P2/B7 w - - 0 1,3,Knud Harald Hannemann
eb88465f,8/8/pPkNpp2/p5bR/5N2/2p5/3P3B/KQ6 w - - 0 1,3,Almon Ferdinand Rockwell
3caeb79b,3R4/8/3Bk3/1P4K1/1p2B3/8/2n2P2/8 w - - 0 1,3,Ladislav Vetešník
38cbfbe4,3K4/1B6/5Q2/7k/3p2p1/7r/3p1P2/3q4 w - - 0 1,3,Andreas Schönholzer
4199fd23,8/p2p2p1/R2P2R1/3k4/3p4/P2K2P1/P5P1/8 w - - 0 1,3,Georg Ernst
7cc28eaf,5n2/4p3/5RpK/4N1Pp/RB2N1rk/1p2P2P/5PP1/3b4 w - - 0 1,3,John Michael Rice
be6e9a6c,3NK3/8/3k4/8/3p1P2/6Q1/8/2b5 w - - 0 1,3,Gilbert S. Dobbs
c3f13448,4b3/4P1p1/2pPk1p1/2P3P1/4K2P/4p3/1N5Q/2nB4 w - - 0 1,3,Conrad Bayer
ca632a93,8/2K5/8/k1N5/P7/3R4/8/8 w - - 0 1,3,Станислав Максимович Толстой
472e6195,8/4p2q/N5bQ/1R4rr/P1k4b/KN3p2/1PB2P2/5nBn w - - 0 1,3,Сергей Анатольевич Билык
2f94ce89,8/K4R2/2P1Pp2/1Qp1pR2/2P5/1Nb1k1B1/P1Bppp2/3rqb2 w - - 0 1,3,Gheorghe Goşman
1fbc973a,8/3n4/2pKp3/1R3P2/1QpkpB2/1n3r2/1P3N2/8 w - - 0 1,3,Mario Guido García
01c070f3,3n4/p2K4/7p/2p2p2/4k1pP/2P2NPr/3RpP1B/Q7 w - - 0 1,3,Giovanni Batista Valle
9c53258e,3R4/1P6/rp1NN3/pPpkppBQ/K6P/n7/1PPn3r/6bb w - - 0 1,3,Nenad Petrović
80f53ec0,5Qn1/1ppp4/bp4p1/4k1N1/6P1/2N4K/1BPP4/5n2 w - - 0 1,3,Franz Lustenberger
9c744150,8/3p1Q2/8/5pP1/3pkp2/3N4/8/3R3K w - - 0 1,3,Ottmar Weiß
c2e8e0bc,3nN3/qp6/p1P3Np/B1kP1p2/2B5/3K4/P4R2/6Qr w - - 0 1,3,Friedrich Chlubna
3b157664,8/6Q1/2p2K2/8/2k5/3Rp3/3p4/3B4 w - - 0 1,3,Jan Drtina
f4a1917f,7Q/6K1/b5N1/8/3P2kB/3np2p/2B1R1n1/8 w - - 0 1,3,Soběslav Bílek
fd4b1379,8/4K3/6Q1/3k4/3P4/3p3P/3p4/3N4 w - - 0 1,3,Josef Kesl
0cdda989,8/Q2B4/1P6/B1n5/1RPpp3/2pkPP2/4R3/5K2 w - - 0 1,3,Mike Prcic
20ce53fd,7q/8/1prN1b2/2kp3r/7n/2pbp3/8/R1BQK1N1 w - - 0 1,3,Luigi Sprega
a6d10677,8/8/nK2kN2/6pP/1P2B3/4B3/6P1/4R3 w - - 0 1,3,Victor Gorgias
d77fd286,4B1br/4BPbp/3Pk3/r5pP/1PNp2K1/1P2PN2/8/8 w - - 0 1,3,Александр Ильич Сыгуров
8e5d569b,1n6/Q2p4/3K4/3p1B2/8/6B1/6p1/7k w - - 0 1,3,Vratislav Miltner
9205ac8a,8/8/4p3/1K1k3B/8/2Q3p1/5P2/8 w - - 0 1,3,Frithiof Lindgren
e5e627a5,8/8/8/8/4R3/2p1K1p1/4B3/4k3 w - - 0 1,3,Meindert Niemeijer
e7896c19,8/4n3/8/3pQ3/3N2K1/8/pp2PP2/k7 w - - 0 1,3,Cecil Alfred Lucas Bull
e048043f,K7/p6p/4Q3/P5p1/1p1k1pr1/8/3P2p1/3B4 w - - 0 1,3,Alexander Pituk
684b76b2,8/1q1pK2p/nPpP1Qp1/R1nk4/rB1N4/3PbPN1/p7/5r2 w - - 0 1,3,Леонід Аврамович Любашевський
91795d9f,8/1rp2N2/1bB1k3/p3N1B1/1P1p4/3pp3/K3p1P1/Q3n3 w - - 0 1,3,Emil Palkoska
1a8839e0,n3R3/8/8/1P1kP1pp/3pNPPb/1PpB2p1/6K1/1R6 w - - 0 1,3,Sven Trommler
2afbfe38,2N5/5p2/4pP2/1p1kN1p1/1B3p2/1P3K1R/2P1P3/8 w - - 0 1,3,Josef Frankenstein
d4c1d74a,1R1Nb3/8/pN1k1p2/rP3p1r/4pK1p/4P3/2P5/6Q1 w - - 0 1,3,Walter John Wood
74752cbe,2N5/1k6/1B1K4/3p4/3R4/1P6/8/8 w - - 0 1,3,Paul Stöhr
9760ff32,3K3Q/b1N5/6p1/5p2/1pn1k3/3Np2R/4Bn2/8 w - - 0 1,3,Константин Григорьевич Гаврилов
67abe89d,3B4/b1p3K1/bnBppN1p/4k1p1/2p1Pp1q/2P2p2/2QN3n/5r2 w - - 0 1,3,Александр Николаевич Панкратьев
5a1bbb5e,4R3/2KBn2q/1pN1pr2/3kp3/1BRb1p2/1P1Q4/6N1/3r3b w - - 0 1,3,Jean-Marc Loustau
9f0f8f89,6K1/1B1Rp3/4p3/3p3P/4k3/1N4B1/4PP2/8 w - - 0 1,3,Antonio Tarnawiecki
c7eaed3a,8/2p3r1/8/4p1p1/5pNk/2N5/6Q1/7K w - - 0 1,3,Nathan Rubens
54056aea,6k1/4K3/4P3/8/8/8/2B5/8 w - - 0 1,3,Werner Speckmann
be620da6,3BKR2/3nP3/P2k4/2NrN3/PP1p1P2/1P1R1P2/6bn/3Q4 w - - 0 1,3,Валентин Федорович Руденко
5b712fdf,8/8/1P1p4/3N4/b1R5/1n3NK1/1kB5/b4Q2 w - - 0 1,3,B. Wilfrid la Mothe
